紹介ID	紹介日	紹介時間	AL店舗番号	AL店舗名	担当者	統括エリア	都道府県	東西	最新ステータス	契約時間	契約サービス	光サービス	ISP申込	ひかり電話	ウィルスクリア	リモートサポート	無線ルータ	契約日	コミュファ光	ひかりTVパー	無料PC申込
1843599122	28-Jul-13	E(18-20)	e6012	株式会社エイブル 　東川口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599123	28-Jul-13	E(18-20)	e1044	株式会社エイブル 　青物横丁品川シーサイド店	エイブル	東京南	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599124	28-Jul-13	E(18-20)	w202	株式会社ハウスパートナー北千住店	ハウパ		東京都	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	無線	2013/7/29	イトウカズエ	案内了承	特典なし
1843599125	28-Jul-13	E(18-20)	w202	株式会社ハウスパートナー北千住店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599126	28-Jul-13	E(18-20)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599127	28-Jul-13	E(18-20)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	無線	2013/7/28	サトウユキ	案内了承	特典なし
1843599128	28-Jul-13	E(18-20)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599129	28-Jul-13	E(18-20)	w466	株式会社ハウスパートナー青戸店	ハウパ		東京都	東	契約	B(12-14）	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/8/1	ワタナベ	未入力	
1843599130	28-Jul-13	E(18-20)	w456	ハウス・トゥ・ハウス・ネットサービス株式会社　川口店	ハウス・トゥ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599131	28-Jul-13	E(18-20)	f021	プライム巣鴨店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599132	28-Jul-13	E(18-20)	w516	ハウス・トゥ・ハウス・ネットサービス株式会社　西日暮里店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599133	28-Jul-13	E(18-20)	f024	アエラス王子店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599134	28-Jul-13	E(18-20)	w449	ハウス・トゥ・ハウス・ネットサービス株式会社　池袋店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599135	28-Jul-13	F(20-LAST)	g4004	株式会社エイブル 　夙川店	エイブル西	兵庫東	兵庫県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599136	28-Jul-13	F(20-LAST)	g1005	株式会社エイブル 　上小田井店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599137	28-Jul-13	F(20-LAST)	g5033	株式会社エイブル 　二日市店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599138	28-Jul-13	F(20-LAST)	g4006	株式会社エイブル 　六甲道店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599139	28-Jul-13	F(20-LAST)	g5010	株式会社エイブル 　守恒店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599140	28-Jul-13	F(20-LAST)	g5010	株式会社エイブル 　守恒店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599141	28-Jul-13	F(20-LAST)	g4021	株式会社エイブル 　伊丹店	エイブル西	兵庫東	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599142	28-Jul-13	F(20-LAST)	g4006	株式会社エイブル 　六甲道店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599143	28-Jul-13	F(20-LAST)	g5033	株式会社エイブル 　二日市店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599144	28-Jul-13	F(20-LAST)	g5017	株式会社エイブル 　東公園店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599145	28-Jul-13	F(20-LAST)	e2062	株式会社エイブル 　久米川店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599146	28-Jul-13	F(20-LAST)	e6016	株式会社エイブル 　南浦和東口店	エイブル	埼玉	埼玉県	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	OCN（2年割）	無	3B（ネ）	3C（ネ）	有線	2013/8/5	サダ	不可	特典なし
1843599148	28-Jul-13	F(20-LAST)	e2050	株式会社エイブル 　三鷹店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599149	28-Jul-13	F(20-LAST)	e4044	株式会社エイブル 　上大岡店	エイブル	神奈川南	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599150	28-Jul-13	F(20-LAST)	e6020	株式会社エイブル 　東大宮店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599151	28-Jul-13	F(20-LAST)	e5009	株式会社エイブル 　札幌駅前本店	エイブル	札幌	北海道	東	未折衝			未入力	未入力	未入力	未入力	未入力				未入力	
1843599152	28-Jul-13	F(20-LAST)	e2064	株式会社エイブル 　京王八王子店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599153	28-Jul-13	F(20-LAST)	e2030	株式会社エイブル 　目白店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599154	28-Jul-13	F(20-LAST)	e2030	株式会社エイブル 　目白店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599155	28-Jul-13	F(20-LAST)	e2036	株式会社エイブル 　志村坂上店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599156	28-Jul-13	F(20-LAST)	e4033	株式会社エイブル 　横浜藤が丘店	エイブル	神奈川西	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599157	28-Jul-13	F(20-LAST)	w455	ハウス・トゥ・ハウス・ネットサービス株式会社　赤羽店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599158	28-Jul-13	F(20-LAST)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599159	28-Jul-13	F(20-LAST)	f007	アエラス代々木店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599160	28-Jul-13	F(20-LAST)	f013	ソレイユ新宿店	既存店	アエラスグループ	東京都	東	契約	F(20-LAST)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	ウィルス無	3C（ネ）	無線	2013/8/3	イシカワ	案内了承	Kindle fireHD
1843599161	28-Jul-13	F(20-LAST)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599162	28-Jul-13	F(20-LAST)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599163	28-Jul-13	F(20-LAST)	w228	株式会社ハウスパートナー亀有店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599164	28-Jul-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599165	28-Jul-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599166	28-Jul-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599167	28-Jul-13	F(20-LAST)	w505	株式会社ハウスパートナー 八柱店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599168	28-Jul-13	F(20-LAST)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599169	28-Jul-13	F(20-LAST)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	契約	D(16-18)	フレッツ光（移転）	未入力	未入力	未入力	未入力	未入力		2013/9/16	ヨシダ	未入力	
1843599170	28-Jul-13	F(20-LAST)	w191	株式会社ハウスパートナー 松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599171	28-Jul-13	F(20-LAST)	f006	アエラス駒込店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599172	28-Jul-13	F(20-LAST)	f009	ソレイユお茶の水店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599173	28-Jul-13	F(20-LAST)	f004	アエラス赤羽店	既存店	アエラスグループ	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599174	28-Jul-13	F(20-LAST)	w455	ハウス・トゥ・ハウス・ネットサービス株式会社　赤羽店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599175	28-Jul-13	F(20-LAST)	w455	ハウス・トゥ・ハウス・ネットサービス株式会社　赤羽店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599176	28-Jul-13	F(20-LAST)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599177	28-Jul-13	F(20-LAST)	w456	ハウス・トゥ・ハウス・ネットサービス株式会社　川口店	ハウス・トゥ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599178	28-Jul-13	F(20-LAST)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599179	28-Jul-13	F(20-LAST)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599180	28-Jul-13	F(20-LAST)	e1045	株式会社エイブル 　大井町店	エイブル	東京南	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599181	28-Jul-13	F(20-LAST)	g5009	株式会社エイブル 　折尾店	エイブル西	北九州	福岡県	西	契約	C(14-16)	フレッツ光	3L（HF_隼）	OCN（2年割）	未入力	ウィルス無	3C（ネ）		2013/8/12	フジワラミドリ	案内了承	特典なし
1843599182	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599183	28-Jul-13	F(20-LAST)	g1006	株式会社エイブル 　西春店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599184	28-Jul-13	F(20-LAST)	g4009	株式会社エイブル 　垂水店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599185	28-Jul-13	F(20-LAST)	g5004	株式会社エイブル 　安佐南店	エイブル西	広島	広島県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599186	28-Jul-13	F(20-LAST)	g1004	株式会社エイブル 　春日井店	エイブル西	東海北	愛知県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599187	28-Jul-13	F(20-LAST)	g1004	株式会社エイブル 　春日井店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599188	28-Jul-13	F(20-LAST)	g2014	株式会社エイブル 　草津店	エイブル西	京都	滋賀県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599189	28-Jul-13	F(20-LAST)	g5029	株式会社エイブル 　大橋店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599190	28-Jul-13	F(20-LAST)	g5029	株式会社エイブル 　大橋店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599191	28-Jul-13	F(20-LAST)	g5029	株式会社エイブル 　大橋店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599192	28-Jul-13	F(20-LAST)	g1009	株式会社エイブル 　大曽根店	エイブル西	東海北	愛知県	西	オプション契約	F(20-LAST)	OCN	未入力	未入力	未入力	未入力	未入力		2013/7/31	フジワラミドリ	未入力	
1843599193	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599194	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599195	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599196	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599197	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599198	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599199	28-Jul-13	F(20-LAST)	g5013	株式会社エイブル 　三萩野店	エイブル西	北九州	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599200	28-Jul-13	F(20-LAST)	g1009	株式会社エイブル 　大曽根店	エイブル西	東海北	愛知県	西	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843598883	27-Jul-13	A(10-12)	g5014	株式会社エイブル 　行橋店	エイブル西	北九州	福岡県	西	NG			RW（ﾌﾟﾚV）	OCN（2年割）	未入力	ウィルス無	BK（ﾌﾟﾚ）	無線			案内了承	
1843598884	27-Jul-13	A(10-12)	e1059	株式会社エイブル 　恵比寿店	エイブル	東京南	東京都	東	契約	E(18-20)	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）		2013/7/31	アサト	案内了承	
1843598885	27-Jul-13	A(10-12)	g1004	株式会社エイブル 　春日井店	エイブル西	東海北	愛知県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
